web-scraper-order,web-scraper-start-url,player,player-href,self-win,r-top,r-top-href,r-jungle,r-jungle-href,r-mid,r-mid-href,r-bot,r-bot-href,r-sup,r-sup-href,b-top,b-top-href,b-jungle,b-jungle-href,b-mid,b-mid-href,b-bot,b-bot-href,b-sup,b-sup-href,self-champ,self-champ-href
1662434690-1159,https://na.op.gg/leaderboards/champions?region=na,bladdee,https://na.op.gg/summoners/na/bladdee,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/tristana
1662435168-1254,https://na.op.gg/leaderboards/champions?region=na,LFT Cat1v5,https://na.op.gg/summoners/na/LFT%20Cat1v5,Defeat,15,https://na.op.gg/champions/yone,14,https://na.op.gg/champions/karthus,15,https://na.op.gg/champions/zed,14,https://na.op.gg/champions/kaisa,13,https://na.op.gg/champions/amumu,15,https://na.op.gg/champions/aatrox,,,13,https://na.op.gg/champions/akali,12,https://na.op.gg/champions/ezreal,11,https://na.op.gg/champions/nami,12,https://na.op.gg/champions/monkeyking
1662436692-1551,https://na.op.gg/leaderboards/champions?region=na,Quinnable,https://na.op.gg/summoners/na/Quinnable,Victory,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/quinn
1662435168-1241,https://na.op.gg/leaderboards/champions?region=na,LFT Cat1v5,https://na.op.gg/summoners/na/LFT%20Cat1v5,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/elise
1662438130-1941,https://na.op.gg/leaderboards/champions?region=na,Ameliorate,https://na.op.gg/summoners/na/Ameliorate,Victory,,,,,,,,,,,,,,,,,,,,,8,https://na.op.gg/champions/alistar
1662434122-992,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Defeat,12,https://na.op.gg/champions/teemo,12,https://na.op.gg/champions/olaf,13,https://na.op.gg/champions/mordekaiser,11,https://na.op.gg/champions/irelia,9,https://na.op.gg/champions/karma,10,https://na.op.gg/champions/yone,8,https://na.op.gg/champions/hecarim,,,10,https://na.op.gg/champions/vayne,9,https://na.op.gg/champions/taliyah,9,https://na.op.gg/champions/twistedfate
1662436831-1622,https://na.op.gg/leaderboards/champions?region=na,Goät,https://na.op.gg/summoners/na/Go%C3%A4t,Victory,16,https://na.op.gg/champions/aatrox,,,14,https://na.op.gg/champions/sylas,15,https://na.op.gg/champions/nilah,13,https://na.op.gg/champions/lulu,12,https://na.op.gg/champions/riven,13,https://na.op.gg/champions/skarner,14,https://na.op.gg/champions/zac,13,https://na.op.gg/champions/tristana,12,https://na.op.gg/champions/seraphine,15,https://na.op.gg/champions/evelynn
1662437954-1870,https://na.op.gg/leaderboards/champions?region=na,Alicopter GAP,https://na.op.gg/summoners/na/Alicopter%20GAP,Defeat,15,https://na.op.gg/champions/irelia,14,https://na.op.gg/champions/leesin,13,https://na.op.gg/champions/veigar,13,https://na.op.gg/champions/jhin,11,https://na.op.gg/champions/neeko,12,https://na.op.gg/champions/seraphine,12,https://na.op.gg/champions/udyr,13,https://na.op.gg/champions/aatrox,12,https://na.op.gg/champions/sivir,,,9,https://na.op.gg/champions/alistar
1662437112-1681,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/evelynn
1662434690-1149,https://na.op.gg/leaderboards/champions?region=na,bladdee,https://na.op.gg/summoners/na/bladdee,Defeat,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/tristana
1662436130-1468,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Defeat,18,https://na.op.gg/champions/chogath,17,https://na.op.gg/champions/ekko,18,https://na.op.gg/champions/zilean,18,https://na.op.gg/champions/samira,17,https://na.op.gg/champions/vex,,,18,https://na.op.gg/champions/karthus,17,https://na.op.gg/champions/pantheon,15,https://na.op.gg/champions/zeri,14,https://na.op.gg/champions/morgana,16,https://na.op.gg/champions/quinn
1662437539-1789,https://na.op.gg/leaderboards/champions?region=na,Dime,https://na.op.gg/summoners/na/Dime,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/khazix
1662435701-1352,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Victory,15,https://na.op.gg/champions/sett,,,16,https://na.op.gg/champions/warwick,15,https://na.op.gg/champions/kaisa,15,https://na.op.gg/champions/swain,15,https://na.op.gg/champions/jax,15,https://na.op.gg/champions/nidalee,14,https://na.op.gg/champions/yone,14,https://na.op.gg/champions/sivir,12,https://na.op.gg/champions/trundle,17,https://na.op.gg/champions/talon
1662434545-1125,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Victory,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/tristana
1662436130-1493,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/quinn
1662434122-985,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Defeat,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/twistedfate
1662434261-1063,https://na.op.gg/leaderboards/champions?region=na,Brandon Bourne,https://na.op.gg/summoners/na/Brandon%20Bourne,Defeat,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/gangplank
1662434122-1019,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Victory,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/twistedfate
1662438130-1921,https://na.op.gg/leaderboards/champions?region=na,Ameliorate,https://na.op.gg/summoners/na/Ameliorate,Defeat,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/alistar
1662437539-1801,https://na.op.gg/leaderboards/champions?region=na,Dime,https://na.op.gg/summoners/na/Dime,Defeat,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/trundle
1662436831-1613,https://na.op.gg/leaderboards/champions?region=na,Goät,https://na.op.gg/summoners/na/Go%C3%A4t,Defeat,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/evelynn
1662436692-1576,https://na.op.gg/leaderboards/champions?region=na,Quinnable,https://na.op.gg/summoners/na/Quinnable,Victory,,,18,https://na.op.gg/champions/shyvana,18,https://na.op.gg/champions/taliyah,18,https://na.op.gg/champions/sivir,18,https://na.op.gg/champions/lux,18,https://na.op.gg/champions/jax,17,https://na.op.gg/champions/lillia,18,https://na.op.gg/champions/anivia,18,https://na.op.gg/champions/jhin,16,https://na.op.gg/champions/taric,18,https://na.op.gg/champions/quinn
1662437252-1724,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,17,https://na.op.gg/champions/varus,17,https://na.op.gg/champions/ryze,18,https://na.op.gg/champions/rammus,18,https://na.op.gg/champions/yuumi,17,https://na.op.gg/champions/heimerdinger,16,https://na.op.gg/champions/ornn,16,https://na.op.gg/champions/khazix,17,https://na.op.gg/champions/renekton,16,https://na.op.gg/champions/skarner,17,https://na.op.gg/champions/zeri
1662437539-1814,https://na.op.gg/leaderboards/champions?region=na,Dime,https://na.op.gg/summoners/na/Dime,Victory,14,https://na.op.gg/champions/fiora,,,13,https://na.op.gg/champions/akali,11,https://na.op.gg/champions/missfortune,11,https://na.op.gg/champions/yuumi,13,https://na.op.gg/champions/yone,13,https://na.op.gg/champions/evelynn,14,https://na.op.gg/champions/lux,11,https://na.op.gg/champions/jhin,10,https://na.op.gg/champions/sona,14,https://na.op.gg/champions/khazix
1662434122-1004,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Victory,12,https://na.op.gg/champions/yone,12,https://na.op.gg/champions/volibear,,,12,https://na.op.gg/champions/samira,11,https://na.op.gg/champions/rell,13,https://na.op.gg/champions/aatrox,11,https://na.op.gg/champions/masteryi,12,https://na.op.gg/champions/viktor,10,https://na.op.gg/champions/ezreal,9,https://na.op.gg/champions/karma,13,https://na.op.gg/champions/twistedfate
1662437397-1759,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/kindred
1662434122-987,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Victory,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/gangplank
1662438130-1920,https://na.op.gg/leaderboards/champions?region=na,Ameliorate,https://na.op.gg/summoners/na/Ameliorate,Defeat,15,https://na.op.gg/champions/urgot,15,https://na.op.gg/champions/graves,15,https://na.op.gg/champions/viktor,14,https://na.op.gg/champions/sivir,13,https://na.op.gg/champions/annie,14,https://na.op.gg/champions/teemo,14,https://na.op.gg/champions/kindred,15,https://na.op.gg/champions/seraphine,14,https://na.op.gg/champions/ezreal,,,11,https://na.op.gg/champions/alistar
1662437112-1690,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Defeat,17,https://na.op.gg/champions/yone,15,https://na.op.gg/champions/belveth,14,https://na.op.gg/champions/renekton,14,https://na.op.gg/champions/sivir,13,https://na.op.gg/champions/sona,15,https://na.op.gg/champions/kayn,,,14,https://na.op.gg/champions/rumble,14,https://na.op.gg/champions/caitlyn,12,https://na.op.gg/champions/yuumi,14,https://na.op.gg/champions/evelynn
1662436466-1531,https://na.op.gg/leaderboards/champions?region=na,RANGED TOP LANER,https://na.op.gg/summoners/na/RANGED%20TOP%20LANER,Victory,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/quinn
1662434545-1106,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Defeat,15,https://na.op.gg/champions/aatrox,14,https://na.op.gg/champions/gragas,14,https://na.op.gg/champions/ahri,13,https://na.op.gg/champions/lucian,12,https://na.op.gg/champions/yuumi,14,https://na.op.gg/champions/riven,10,https://na.op.gg/champions/ekko,11,https://na.op.gg/champions/talon,,,9,https://na.op.gg/champions/nautilus,11,https://na.op.gg/champions/tristana
1662434405-1068,https://na.op.gg/leaderboards/champions?region=na,TuLuyenThanhThan,https://na.op.gg/summoners/na/TuLuyenThanhThan,Victory,,,18,https://na.op.gg/champions/rengar,18,https://na.op.gg/champions/yone,18,https://na.op.gg/champions/ezreal,18,https://na.op.gg/champions/zilean,18,https://na.op.gg/champions/rumble,16,https://na.op.gg/champions/masteryi,18,https://na.op.gg/champions/cassiopeia,18,https://na.op.gg/champions/ashe,15,https://na.op.gg/champions/maokai,18,https://na.op.gg/champions/gangplank
1662436692-1548,https://na.op.gg/leaderboards/champions?region=na,Quinnable,https://na.op.gg/summoners/na/Quinnable,Victory,,,13,https://na.op.gg/champions/nocturne,15,https://na.op.gg/champions/cassiopeia,14,https://na.op.gg/champions/twitch,12,https://na.op.gg/champions/janna,14,https://na.op.gg/champions/aatrox,14,https://na.op.gg/champions/hecarim,13,https://na.op.gg/champions/lissandra,13,https://na.op.gg/champions/nilah,11,https://na.op.gg/champions/lulu,14,https://na.op.gg/champions/quinn
1662434690-1168,https://na.op.gg/leaderboards/champions?region=na,bladdee,https://na.op.gg/summoners/na/bladdee,Victory,15,https://na.op.gg/champions/renekton,14,https://na.op.gg/champions/elise,16,https://na.op.gg/champions/qiyana,,,14,https://na.op.gg/champions/nami,15,https://na.op.gg/champions/sett,14,https://na.op.gg/champions/zed,15,https://na.op.gg/champions/ahri,13,https://na.op.gg/champions/tristana,12,https://na.op.gg/champions/rakan,15,https://na.op.gg/champions/lucian
1662435989-1452,https://na.op.gg/leaderboards/champions?region=na,iikk5,https://na.op.gg/summoners/na/iikk5,Victory,13,https://na.op.gg/champions/akshan,13,https://na.op.gg/champions/nunu,,,13,https://na.op.gg/champions/tristana,11,https://na.op.gg/champions/soraka,11,https://na.op.gg/champions/irelia,12,https://na.op.gg/champions/lillia,10,https://na.op.gg/champions/kayle,10,https://na.op.gg/champions/ashe,10,https://na.op.gg/champions/sona,13,https://na.op.gg/champions/talon
1662436831-1600,https://na.op.gg/leaderboards/champions?region=na,Goät,https://na.op.gg/summoners/na/Go%C3%A4t,Victory,14,https://na.op.gg/champions/volibear,,,14,https://na.op.gg/champions/viego,12,https://na.op.gg/champions/samira,11,https://na.op.gg/champions/sona,11,https://na.op.gg/champions/trundle,13,https://na.op.gg/champions/pantheon,13,https://na.op.gg/champions/vex,12,https://na.op.gg/champions/sivir,11,https://na.op.gg/champions/lulu,14,https://na.op.gg/champions/evelynn
1662436466-1527,https://na.op.gg/leaderboards/champions?region=na,RANGED TOP LANER,https://na.op.gg/summoners/na/RANGED%20TOP%20LANER,Victory,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/quinn
1662437112-1682,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Victory,15,https://na.op.gg/champions/riven,,,17,https://na.op.gg/champions/irelia,15,https://na.op.gg/champions/sivir,13,https://na.op.gg/champions/yuumi,15,https://na.op.gg/champions/darius,14,https://na.op.gg/champions/fiddlesticks,15,https://na.op.gg/champions/lissandra,14,https://na.op.gg/champions/ezreal,13,https://na.op.gg/champions/senna,16,https://na.op.gg/champions/evelynn
1662437682-1845,https://na.op.gg/leaderboards/champions?region=na,Perseveerance,https://na.op.gg/summoners/na/Perseveerance,Victory,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/sona
1662435701-1354,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Victory,15,https://na.op.gg/champions/teemo,,,15,https://na.op.gg/champions/sylas,16,https://na.op.gg/champions/nilah,15,https://na.op.gg/champions/yuumi,14,https://na.op.gg/champions/sejuani,14,https://na.op.gg/champions/trundle,15,https://na.op.gg/champions/azir,15,https://na.op.gg/champions/jhin,12,https://na.op.gg/champions/blitzcrank,17,https://na.op.gg/champions/talon
1662435989-1427,https://na.op.gg/leaderboards/champions?region=na,iikk5,https://na.op.gg/summoners/na/iikk5,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/malphite
1662435560-1306,https://na.op.gg/leaderboards/champions?region=na,Outplayed with R,https://na.op.gg/summoners/na/Outplayed%20with%20R,Defeat,17,https://na.op.gg/champions/yone,15,https://na.op.gg/champions/reksai,16,https://na.op.gg/champions/taliyah,15,https://na.op.gg/champions/sivir,13,https://na.op.gg/champions/senna,14,https://na.op.gg/champions/gragas,,,14,https://na.op.gg/champions/renekton,13,https://na.op.gg/champions/ezreal,11,https://na.op.gg/champions/janna,14,https://na.op.gg/champions/graves
1662437539-1794,https://na.op.gg/leaderboards/champions?region=na,Dime,https://na.op.gg/summoners/na/Dime,Victory,16,https://na.op.gg/champions/malphite,,,15,https://na.op.gg/champions/akshan,14,https://na.op.gg/champions/sivir,14,https://na.op.gg/champions/zilean,15,https://na.op.gg/champions/rengar,13,https://na.op.gg/champions/kindred,14,https://na.op.gg/champions/sylas,14,https://na.op.gg/champions/seraphine,13,https://na.op.gg/champions/karma,16,https://na.op.gg/champions/khazix
1662437112-1692,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Victory,16,https://na.op.gg/champions/garen,,,14,https://na.op.gg/champions/vex,15,https://na.op.gg/champions/ezreal,13,https://na.op.gg/champions/seraphine,15,https://na.op.gg/champions/graves,13,https://na.op.gg/champions/fiddlesticks,14,https://na.op.gg/champions/yone,13,https://na.op.gg/champions/jhin,10,https://na.op.gg/champions/soraka,16,https://na.op.gg/champions/evelynn
1662434405-1081,https://na.op.gg/leaderboards/champions?region=na,TuLuyenThanhThan,https://na.op.gg/summoners/na/TuLuyenThanhThan,Defeat,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/gangplank
1662437112-1671,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/kindred
1662435168-1251,https://na.op.gg/leaderboards/champions?region=na,LFT Cat1v5,https://na.op.gg/summoners/na/LFT%20Cat1v5,Defeat,,,,,,,,,,,,,,,,,,,,,8,https://na.op.gg/champions/viego
1662437682-1855,https://na.op.gg/leaderboards/champions?region=na,Perseveerance,https://na.op.gg/summoners/na/Perseveerance,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/sona
1662436130-1477,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/urgot
1662435701-1378,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Victory,15,https://na.op.gg/champions/ornn,,,14,https://na.op.gg/champions/katarina,15,https://na.op.gg/champions/sivir,15,https://na.op.gg/champions/bard,13,https://na.op.gg/champions/riven,13,https://na.op.gg/champions/graves,16,https://na.op.gg/champions/akali,12,https://na.op.gg/champions/velkoz,12,https://na.op.gg/champions/senna,17,https://na.op.gg/champions/talon
1662438130-1935,https://na.op.gg/leaderboards/champions?region=na,Ameliorate,https://na.op.gg/summoners/na/Ameliorate,Defeat,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/gnar
1662437112-1674,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Victory,17,https://na.op.gg/champions/irelia,,,16,https://na.op.gg/champions/swain,18,https://na.op.gg/champions/kaisa,15,https://na.op.gg/champions/xerath,17,https://na.op.gg/champions/warwick,17,https://na.op.gg/champions/evelynn,16,https://na.op.gg/champions/talon,14,https://na.op.gg/champions/ezreal,14,https://na.op.gg/champions/velkoz,16,https://na.op.gg/champions/nidalee
1662434828-1201,https://na.op.gg/leaderboards/champions?region=na,Yuriyumilol,https://na.op.gg/summoners/na/Yuriyumilol,Defeat,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/tristana
1662437954-1901,https://na.op.gg/leaderboards/champions?region=na,Alicopter GAP,https://na.op.gg/summoners/na/Alicopter%20GAP,Defeat,,,,,,,,,,,,,,,,,,,,,8,https://na.op.gg/champions/rammus
1662437112-1704,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Victory,18,https://na.op.gg/champions/sion,,,18,https://na.op.gg/champions/sylas,18,https://na.op.gg/champions/kaisa,17,https://na.op.gg/champions/seraphine,18,https://na.op.gg/champions/vayne,18,https://na.op.gg/champions/udyr,18,https://na.op.gg/champions/heimerdinger,18,https://na.op.gg/champions/karthus,16,https://na.op.gg/champions/morgana,18,https://na.op.gg/champions/kindred
1662434261-1052,https://na.op.gg/leaderboards/champions?region=na,Brandon Bourne,https://na.op.gg/summoners/na/Brandon%20Bourne,Defeat,15,https://na.op.gg/champions/qiyana,15,https://na.op.gg/champions/viego,16,https://na.op.gg/champions/ahri,16,https://na.op.gg/champions/kaisa,14,https://na.op.gg/champions/nautilus,,,15,https://na.op.gg/champions/udyr,16,https://na.op.gg/champions/kogmaw,14,https://na.op.gg/champions/sivir,12,https://na.op.gg/champions/thresh,15,https://na.op.gg/champions/gangplank
1662435842-1398,https://na.op.gg/leaderboards/champions?region=na,Servant of Saber,https://na.op.gg/summoners/na/Servant%20of%20Saber,Victory,12,https://na.op.gg/champions/rumble,10,https://na.op.gg/champions/zac,,,10,https://na.op.gg/champions/caitlyn,9,https://na.op.gg/champions/karma,10,https://na.op.gg/champions/garen,10,https://na.op.gg/champions/rengar,10,https://na.op.gg/champions/ahri,8,https://na.op.gg/champions/lucian,7,https://na.op.gg/champions/nami,12,https://na.op.gg/champions/talon
1662434545-1122,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Defeat,16,https://na.op.gg/champions/tryndamere,13,https://na.op.gg/champions/trundle,14,https://na.op.gg/champions/seraphine,13,https://na.op.gg/champions/ashe,12,https://na.op.gg/champions/lulu,14,https://na.op.gg/champions/jayce,12,https://na.op.gg/champions/volibear,11,https://na.op.gg/champions/viktor,,,9,https://na.op.gg/champions/pyke,12,https://na.op.gg/champions/tristana
1662435560-1337,https://na.op.gg/leaderboards/champions?region=na,Outplayed with R,https://na.op.gg/summoners/na/Outplayed%20with%20R,Victory,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/taliyah
1662436971-1663,https://na.op.gg/leaderboards/champions?region=na,failure death,https://na.op.gg/summoners/na/failure%20death,Remake,,,,,,,,,,,,,,,,,,,,,1,https://na.op.gg/champions/evelynn
1662434122-1024,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Defeat,15,https://na.op.gg/champions/tahmkench,17,https://na.op.gg/champions/olaf,17,https://na.op.gg/champions/viktor,18,https://na.op.gg/champions/ezreal,15,https://na.op.gg/champions/pyke,17,https://na.op.gg/champions/aatrox,15,https://na.op.gg/champions/shaco,,,16,https://na.op.gg/champions/caitlyn,14,https://na.op.gg/champions/soraka,17,https://na.op.gg/champions/twistedfate
1662434405-1091,https://na.op.gg/leaderboards/champions?region=na,TuLuyenThanhThan,https://na.op.gg/summoners/na/TuLuyenThanhThan,Victory,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/gangplank
1662436130-1467,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Defeat,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/quinn
1662437252-1717,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/gragas
1662436971-1652,https://na.op.gg/leaderboards/champions?region=na,failure death,https://na.op.gg/summoners/na/failure%20death,Victory,16,https://na.op.gg/champions/tryndamere,,,14,https://na.op.gg/champions/yone,14,https://na.op.gg/champions/ashe,13,https://na.op.gg/champions/zyra,14,https://na.op.gg/champions/akshan,12,https://na.op.gg/champions/leesin,15,https://na.op.gg/champions/vladimir,14,https://na.op.gg/champions/jhin,12,https://na.op.gg/champions/brand,15,https://na.op.gg/champions/evelynn
1662435560-1305,https://na.op.gg/leaderboards/champions?region=na,Outplayed with R,https://na.op.gg/summoners/na/Outplayed%20with%20R,Defeat,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/graves
1662434261-1041,https://na.op.gg/leaderboards/champions?region=na,Brandon Bourne,https://na.op.gg/summoners/na/Brandon%20Bourne,Defeat,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/gangplank
1662435168-1244,https://na.op.gg/leaderboards/champions?region=na,LFT Cat1v5,https://na.op.gg/summoners/na/LFT%20Cat1v5,Defeat,14,https://na.op.gg/champions/fiora,14,https://na.op.gg/champions/kindred,15,https://na.op.gg/champions/cassiopeia,12,https://na.op.gg/champions/vayne,11,https://na.op.gg/champions/janna,13,https://na.op.gg/champions/tryndamere,,,12,https://na.op.gg/champions/yasuo,12,https://na.op.gg/champions/zeri,10,https://na.op.gg/champions/lulu,11,https://na.op.gg/champions/taliyah
1662434122-1021,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Victory,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/twistedfate
1662437539-1800,https://na.op.gg/leaderboards/champions?region=na,Dime,https://na.op.gg/summoners/na/Dime,Defeat,16,https://na.op.gg/champions/ivern,18,https://na.op.gg/champions/shaco,18,https://na.op.gg/champions/leesin,18,https://na.op.gg/champions/aphelios,15,https://na.op.gg/champions/lulu,17,https://na.op.gg/champions/jayce,,,18,https://na.op.gg/champions/yone,17,https://na.op.gg/champions/karthus,13,https://na.op.gg/champions/ashe,17,https://na.op.gg/champions/trundle
1662437397-1783,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Defeat,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/fiora
1662436971-1625,https://na.op.gg/leaderboards/champions?region=na,failure death,https://na.op.gg/summoners/na/failure%20death,Defeat,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/evelynn
1662434545-1126,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Victory,18,https://na.op.gg/champions/akali,18,https://na.op.gg/champions/leesin,18,https://na.op.gg/champions/lissandra,,,16,https://na.op.gg/champions/nautilus,18,https://na.op.gg/champions/vayne,17,https://na.op.gg/champions/shaco,16,https://na.op.gg/champions/kayn,16,https://na.op.gg/champions/kalista,15,https://na.op.gg/champions/renata,18,https://na.op.gg/champions/tristana
1662437112-1670,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Defeat,15,https://na.op.gg/champions/malphite,16,https://na.op.gg/champions/vi,17,https://na.op.gg/champions/kassadin,15,https://na.op.gg/champions/tristana,13,https://na.op.gg/champions/nami,15,https://na.op.gg/champions/chogath,16,https://na.op.gg/champions/graves,15,https://na.op.gg/champions/sylas,16,https://na.op.gg/champions/jhin,,,12,https://na.op.gg/champions/soraka
1662435701-1361,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Defeat,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/ekko
1662435989-1461,https://na.op.gg/leaderboards/champions?region=na,iikk5,https://na.op.gg/summoners/na/iikk5,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/akali
1662437112-1665,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/evelynn
1662436466-1521,https://na.op.gg/leaderboards/champions?region=na,RANGED TOP LANER,https://na.op.gg/summoners/na/RANGED%20TOP%20LANER,Defeat,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/quinn
1662437539-1817,https://na.op.gg/leaderboards/champions?region=na,Dime,https://na.op.gg/summoners/na/Dime,Defeat,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/trundle
1662437252-1738,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,14,https://na.op.gg/champions/shaco,,,13,https://na.op.gg/champions/ashe,14,https://na.op.gg/champions/karthus,14,https://na.op.gg/champions/jarvaniv,13,https://na.op.gg/champions/zeri,13,https://na.op.gg/champions/cassiopeia,13,https://na.op.gg/champions/janna,13,https://na.op.gg/champions/mordekaiser,14,https://na.op.gg/champions/soraka,14,https://na.op.gg/champions/sivir
1662435422-1303,https://na.op.gg/leaderboards/champions?region=na,RealVengeance,https://na.op.gg/summoners/na/RealVengeance,Victory,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/zoe
