web-scraper-order,web-scraper-start-url,player,player-href,self-win,r-top,r-top-href,r-jungle,r-jungle-href,r-mid,r-mid-href,r-bot,r-bot-href,r-sup,r-sup-href,b-top,b-top-href,b-jungle,b-jungle-href,b-mid,b-mid-href,b-bot,b-bot-href,b-sup,b-sup-href,self-champ,self-champ-href
1664083024-507,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Defeat,,,,,,,,,,,,,,,,,,,,,10,https://na.op.gg/champions/camille
1664083024-508,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Defeat,14,https://na.op.gg/champions/zac,12,https://na.op.gg/champions/graves,13,https://na.op.gg/champions/orianna,12,https://na.op.gg/champions/missfortune,11,https://na.op.gg/champions/thresh,,,11,https://na.op.gg/champions/maokai,13,https://na.op.gg/champions/leblanc,11,https://na.op.gg/champions/tristana,11,https://na.op.gg/champions/xerath,10,https://na.op.gg/champions/camille
1664083024-509,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/camille
1664083024-510,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Victory,,,12,https://na.op.gg/champions/maokai,14,https://na.op.gg/champions/swain,13,https://na.op.gg/champions/jinx,12,https://na.op.gg/champions/soraka,13,https://na.op.gg/champions/olaf,12,https://na.op.gg/champions/viego,13,https://na.op.gg/champions/lux,11,https://na.op.gg/champions/samira,10,https://na.op.gg/champions/rell,15,https://na.op.gg/champions/camille
1664083024-511,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Victory,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/camille
1664083024-512,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Victory,13,https://na.op.gg/champions/ornn,14,https://na.op.gg/champions/khazix,,,12,https://na.op.gg/champions/caitlyn,11,https://na.op.gg/champions/morgana,13,https://na.op.gg/champions/renekton,12,https://na.op.gg/champions/kayn,13,https://na.op.gg/champions/twistedfate,11,https://na.op.gg/champions/missfortune,9,https://na.op.gg/champions/zyra,13,https://na.op.gg/champions/camille
1664083024-513,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/camille
1664083024-514,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Victory,,,16,https://na.op.gg/champions/qiyana,16,https://na.op.gg/champions/swain,15,https://na.op.gg/champions/yasuo,14,https://na.op.gg/champions/pyke,13,https://na.op.gg/champions/udyr,15,https://na.op.gg/champions/evelynn,15,https://na.op.gg/champions/akshan,13,https://na.op.gg/champions/draven,11,https://na.op.gg/champions/yuumi,15,https://na.op.gg/champions/camille
1664083024-515,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Defeat,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/camille
1664083024-516,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Defeat,17,https://na.op.gg/champions/sett,17,https://na.op.gg/champions/kayn,16,https://na.op.gg/champions/leblanc,17,https://na.op.gg/champions/lucian,14,https://na.op.gg/champions/renata,,,15,https://na.op.gg/champions/poppy,15,https://na.op.gg/champions/malzahar,15,https://na.op.gg/champions/missfortune,13,https://na.op.gg/champions/seraphine,16,https://na.op.gg/champions/camille
1664083024-517,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/camille
1664083024-518,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Victory,,,14,https://na.op.gg/champions/rengar,15,https://na.op.gg/champions/sylas,13,https://na.op.gg/champions/kaisa,11,https://na.op.gg/champions/thresh,13,https://na.op.gg/champions/fiora,14,https://na.op.gg/champions/shyvana,12,https://na.op.gg/champions/kayle,12,https://na.op.gg/champions/vayne,11,https://na.op.gg/champions/lulu,15,https://na.op.gg/champions/camille
1664083024-519,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Victory,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/camille
1664083024-520,https://na.op.gg/leaderboards/champions?region=na,Truesay,https://na.op.gg/summoners/na/Truesay,Victory,,,17,https://na.op.gg/champions/nocturne,17,https://na.op.gg/champions/seraphine,18,https://na.op.gg/champions/sylas,15,https://na.op.gg/champions/pyke,16,https://na.op.gg/champions/gragas,17,https://na.op.gg/champions/graves,15,https://na.op.gg/champions/akali,15,https://na.op.gg/champions/caitlyn,14,https://na.op.gg/champions/karma,18,https://na.op.gg/champions/camille
1664083164-521,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/sivir
1664083164-522,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,11,https://na.op.gg/champions/olaf,13,https://na.op.gg/champions/hecarim,13,https://na.op.gg/champions/galio,,,10,https://na.op.gg/champions/blitzcrank,12,https://na.op.gg/champions/renekton,11,https://na.op.gg/champions/leesin,11,https://na.op.gg/champions/yone,11,https://na.op.gg/champions/xayah,9,https://na.op.gg/champions/lulu,12,https://na.op.gg/champions/sivir
1664083164-523,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/draven
1664083164-524,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,18,https://na.op.gg/champions/irelia,16,https://na.op.gg/champions/hecarim,17,https://na.op.gg/champions/galio,16,https://na.op.gg/champions/twitch,14,https://na.op.gg/champions/rakan,16,https://na.op.gg/champions/sejuani,15,https://na.op.gg/champions/reksai,18,https://na.op.gg/champions/kassadin,,,14,https://na.op.gg/champions/thresh,16,https://na.op.gg/champions/draven
1664083164-525,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/camille
1664083164-526,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,18,https://na.op.gg/champions/vayne,,,18,https://na.op.gg/champions/swain,18,https://na.op.gg/champions/sylas,18,https://na.op.gg/champions/senna,17,https://na.op.gg/champions/trundle,16,https://na.op.gg/champions/twistedfate,17,https://na.op.gg/champions/tristana,17,https://na.op.gg/champions/gangplank,17,https://na.op.gg/champions/thresh,16,https://na.op.gg/champions/camille
1664083164-527,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/evelynn
1664083164-528,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,18,https://na.op.gg/champions/shyvana,18,https://na.op.gg/champions/anivia,18,https://na.op.gg/champions/kogmaw,18,https://na.op.gg/champions/zed,18,https://na.op.gg/champions/syndra,18,https://na.op.gg/champions/nocturne,,,18,https://na.op.gg/champions/urgot,18,https://na.op.gg/champions/jax,18,https://na.op.gg/champions/xinzhao,18,https://na.op.gg/champions/evelynn
1664083164-529,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/kalista
1664083164-530,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,16,https://na.op.gg/champions/ashe,15,https://na.op.gg/champions/lillia,14,https://na.op.gg/champions/leesin,16,https://na.op.gg/champions/nautilus,14,https://na.op.gg/champions/kled,14,https://na.op.gg/champions/thresh,14,https://na.op.gg/champions/nami,14,https://na.op.gg/champions/shaco,14,https://na.op.gg/champions/syndra,16,https://na.op.gg/champions/kalista
1664083164-531,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/hecarim
1664083164-532,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,13,https://na.op.gg/champions/akali,,,14,https://na.op.gg/champions/yone,11,https://na.op.gg/champions/sivir,10,https://na.op.gg/champions/swain,12,https://na.op.gg/champions/irelia,10,https://na.op.gg/champions/trundle,11,https://na.op.gg/champions/katarina,10,https://na.op.gg/champions/jhin,9,https://na.op.gg/champions/velkoz,12,https://na.op.gg/champions/hecarim
1664083164-533,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/leesin
1664083164-534,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,14,https://na.op.gg/champions/ornn,,,13,https://na.op.gg/champions/kassadin,12,https://na.op.gg/champions/sivir,11,https://na.op.gg/champions/thresh,12,https://na.op.gg/champions/kled,11,https://na.op.gg/champions/maokai,12,https://na.op.gg/champions/anivia,12,https://na.op.gg/champions/nilah,10,https://na.op.gg/champions/taric,12,https://na.op.gg/champions/leesin
1664083164-535,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/twitch
1664083164-536,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,16,https://na.op.gg/champions/sion,16,https://na.op.gg/champions/udyr,17,https://na.op.gg/champions/sivir,16,https://na.op.gg/champions/mordekaiser,14,https://na.op.gg/champions/blitzcrank,17,https://na.op.gg/champions/gangplank,15,https://na.op.gg/champions/hecarim,17,https://na.op.gg/champions/kassadin,,,13,https://na.op.gg/champions/thresh,15,https://na.op.gg/champions/twitch
1664083164-537,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/zeri
1664083164-538,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,15,https://na.op.gg/champions/gangplank,15,https://na.op.gg/champions/ekko,15,https://na.op.gg/champions/zed,14,https://na.op.gg/champions/ezreal,12,https://na.op.gg/champions/karma,15,https://na.op.gg/champions/shyvana,11,https://na.op.gg/champions/monkeyking,14,https://na.op.gg/champions/ahri,,,12,https://na.op.gg/champions/yuumi,11,https://na.op.gg/champions/zeri
1664083164-539,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/ezreal
1664083164-540,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,12,https://na.op.gg/champions/gragas,10,https://na.op.gg/champions/belveth,10,https://na.op.gg/champions/taliyah,,,10,https://na.op.gg/champions/karma,11,https://na.op.gg/champions/fiddlesticks,10,https://na.op.gg/champions/sejuani,11,https://na.op.gg/champions/leblanc,9,https://na.op.gg/champions/samira,8,https://na.op.gg/champions/rakan,11,https://na.op.gg/champions/ezreal
1664083164-541,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/kaisa
1664083164-542,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,14,https://na.op.gg/champions/maokai,13,https://na.op.gg/champions/graves,14,https://na.op.gg/champions/akali,13,https://na.op.gg/champions/missfortune,11,https://na.op.gg/champions/seraphine,12,https://na.op.gg/champions/gwen,11,https://na.op.gg/champions/poppy,14,https://na.op.gg/champions/azir,,,11,https://na.op.gg/champions/thresh,11,https://na.op.gg/champions/kaisa
1664083164-543,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/qiyana
1664083164-544,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,15,https://na.op.gg/champions/renata,15,https://na.op.gg/champions/brand,15,https://na.op.gg/champions/jayce,14,https://na.op.gg/champions/ornn,12,https://na.op.gg/champions/vi,14,https://na.op.gg/champions/missfortune,14,https://na.op.gg/champions/shaco,13,https://na.op.gg/champions/tryndamere,14,https://na.op.gg/champions/ryze,14,https://na.op.gg/champions/qiyana
1664083164-545,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/sejuani
1664083164-546,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,18,https://na.op.gg/champions/garen,,,17,https://na.op.gg/champions/ivern,17,https://na.op.gg/champions/brand,17,https://na.op.gg/champions/aphelios,16,https://na.op.gg/champions/ezreal,15,https://na.op.gg/champions/camille,15,https://na.op.gg/champions/nautilus,16,https://na.op.gg/champions/malzahar,18,https://na.op.gg/champions/lux,17,https://na.op.gg/champions/sejuani
1664083164-547,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/sivir
1664083164-548,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,18,https://na.op.gg/champions/morgana,17,https://na.op.gg/champions/missfortune,18,https://na.op.gg/champions/vladimir,18,https://na.op.gg/champions/trundle,18,https://na.op.gg/champions/yasuo,18,https://na.op.gg/champions/monkeyking,18,https://na.op.gg/champions/khazix,18,https://na.op.gg/champions/pyke,18,https://na.op.gg/champions/nilah,18,https://na.op.gg/champions/sivir
1664083164-549,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/jayce
1664083164-550,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,16,https://na.op.gg/champions/annie,15,https://na.op.gg/champions/twitch,15,https://na.op.gg/champions/vayne,16,https://na.op.gg/champions/tahmkench,15,https://na.op.gg/champions/aatrox,,,16,https://na.op.gg/champions/ornn,16,https://na.op.gg/champions/rakan,16,https://na.op.gg/champions/aurelionsol,16,https://na.op.gg/champions/ezreal,16,https://na.op.gg/champions/jayce
1664083164-551,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/ekko
1664083164-552,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,17,https://na.op.gg/champions/brand,18,https://na.op.gg/champions/twitch,16,https://na.op.gg/champions/jinx,18,https://na.op.gg/champions/heimerdinger,18,https://na.op.gg/champions/jayce,,,17,https://na.op.gg/champions/galio,17,https://na.op.gg/champions/vladimir,17,https://na.op.gg/champions/zeri,16,https://na.op.gg/champions/akshan,17,https://na.op.gg/champions/ekko
1664083164-553,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/lissandra
1664083164-554,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,16,https://na.op.gg/champions/mordekaiser,15,https://na.op.gg/champions/ashe,14,https://na.op.gg/champions/malzahar,15,https://na.op.gg/champions/monkeyking,15,https://na.op.gg/champions/khazix,,,14,https://na.op.gg/champions/corki,13,https://na.op.gg/champions/jinx,14,https://na.op.gg/champions/viego,15,https://na.op.gg/champions/ornn,13,https://na.op.gg/champions/lissandra
1664083164-555,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/thresh
1664083164-556,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,18,https://na.op.gg/champions/poppy,18,https://na.op.gg/champions/vi,18,https://na.op.gg/champions/velkoz,17,https://na.op.gg/champions/veigar,16,https://na.op.gg/champions/ornn,16,https://na.op.gg/champions/janna,17,https://na.op.gg/champions/yuumi,16,https://na.op.gg/champions/nidalee,17,https://na.op.gg/champions/camille,18,https://na.op.gg/champions/thresh
1664083164-557,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/irelia
1664083164-558,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,17,https://na.op.gg/champions/jarvaniv,18,https://na.op.gg/champions/nidalee,17,https://na.op.gg/champions/warwick,18,https://na.op.gg/champions/zilean,18,https://na.op.gg/champions/jayce,17,https://na.op.gg/champions/xayah,17,https://na.op.gg/champions/vladimir,17,https://na.op.gg/champions/fiora,16,https://na.op.gg/champions/twitch,18,https://na.op.gg/champions/irelia
1664083164-559,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/kalista
1664083164-560,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,17,https://na.op.gg/champions/gnar,17,https://na.op.gg/champions/nidalee,17,https://na.op.gg/champions/renekton,,,14,https://na.op.gg/champions/renata,14,https://na.op.gg/champions/sett,14,https://na.op.gg/champions/belveth,14,https://na.op.gg/champions/sylas,14,https://na.op.gg/champions/kaisa,12,https://na.op.gg/champions/nasus,14,https://na.op.gg/champions/kalista
1664083302-561,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Defeat,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/leesin
1664083302-562,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Defeat,15,https://na.op.gg/champions/nasus,13,https://na.op.gg/champions/viego,15,https://na.op.gg/champions/sylas,13,https://na.op.gg/champions/ashe,11,https://na.op.gg/champions/renata,13,https://na.op.gg/champions/chogath,,,13,https://na.op.gg/champions/viktor,11,https://na.op.gg/champions/samira,10,https://na.op.gg/champions/singed,12,https://na.op.gg/champions/leesin
1664083302-563,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Defeat,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/ekko
1664083302-564,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Defeat,13,https://na.op.gg/champions/shen,16,https://na.op.gg/champions/diana,16,https://na.op.gg/champions/irelia,12,https://na.op.gg/champions/samira,12,https://na.op.gg/champions/janna,13,https://na.op.gg/champions/gangplank,,,14,https://na.op.gg/champions/zilean,12,https://na.op.gg/champions/caitlyn,10,https://na.op.gg/champions/pyke,12,https://na.op.gg/champions/ekko
1664083302-565,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,,,,,,,,,,,,,,,,,,,,,9,https://na.op.gg/champions/graves
1664083302-566,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,11,https://na.op.gg/champions/camille,,,11,https://na.op.gg/champions/talon,8,https://na.op.gg/champions/vayne,9,https://na.op.gg/champions/senna,10,https://na.op.gg/champions/kled,10,https://na.op.gg/champions/nunu,9,https://na.op.gg/champions/diana,9,https://na.op.gg/champions/nilah,5,https://na.op.gg/champions/taric,9,https://na.op.gg/champions/graves
1664083302-567,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/graves
1664083302-568,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,17,https://na.op.gg/champions/aatrox,,,15,https://na.op.gg/champions/lux,15,https://na.op.gg/champions/ashe,13,https://na.op.gg/champions/braum,15,https://na.op.gg/champions/darius,14,https://na.op.gg/champions/sejuani,14,https://na.op.gg/champions/diana,15,https://na.op.gg/champions/caitlyn,11,https://na.op.gg/champions/blitzcrank,16,https://na.op.gg/champions/graves
1664083302-569,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/graves
1664083302-570,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,15,https://na.op.gg/champions/malphite,,,15,https://na.op.gg/champions/zoe,14,https://na.op.gg/champions/caitlyn,13,https://na.op.gg/champions/soraka,16,https://na.op.gg/champions/yasuo,15,https://na.op.gg/champions/zed,14,https://na.op.gg/champions/seraphine,12,https://na.op.gg/champions/tristana,11,https://na.op.gg/champions/lulu,15,https://na.op.gg/champions/graves
1664083302-571,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Defeat,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/kindred
1664083302-572,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Defeat,18,https://na.op.gg/champions/singed,18,https://na.op.gg/champions/jarvaniv,18,https://na.op.gg/champions/syndra,18,https://na.op.gg/champions/kalista,18,https://na.op.gg/champions/renata,18,https://na.op.gg/champions/akali,,,18,https://na.op.gg/champions/gangplank,18,https://na.op.gg/champions/tristana,15,https://na.op.gg/champions/janna,18,https://na.op.gg/champions/kindred
1664083302-573,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Defeat,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/leesin
1664083302-574,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Defeat,15,https://na.op.gg/champions/maokai,16,https://na.op.gg/champions/belveth,16,https://na.op.gg/champions/ahri,18,https://na.op.gg/champions/nilah,14,https://na.op.gg/champions/taric,15,https://na.op.gg/champions/gangplank,,,13,https://na.op.gg/champions/katarina,14,https://na.op.gg/champions/missfortune,11,https://na.op.gg/champions/amumu,14,https://na.op.gg/champions/leesin
1664083302-575,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/leesin
1664083302-576,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,16,https://na.op.gg/champions/vayne,,,16,https://na.op.gg/champions/ahri,17,https://na.op.gg/champions/vex,16,https://na.op.gg/champions/senna,16,https://na.op.gg/champions/jax,13,https://na.op.gg/champions/elise,17,https://na.op.gg/champions/tristana,14,https://na.op.gg/champions/jhin,12,https://na.op.gg/champions/heimerdinger,17,https://na.op.gg/champions/leesin
1664083302-577,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/graves
1664083302-578,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,13,https://na.op.gg/champions/akshan,,,14,https://na.op.gg/champions/katarina,12,https://na.op.gg/champions/caitlyn,11,https://na.op.gg/champions/maokai,13,https://na.op.gg/champions/sett,10,https://na.op.gg/champions/nunu,13,https://na.op.gg/champions/ekko,12,https://na.op.gg/champions/ezreal,10,https://na.op.gg/champions/lux,15,https://na.op.gg/champions/graves
1664083302-579,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/graves
1664083302-580,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,17,https://na.op.gg/champions/sett,,,16,https://na.op.gg/champions/zoe,18,https://na.op.gg/champions/kaisa,14,https://na.op.gg/champions/thresh,16,https://na.op.gg/champions/akshan,16,https://na.op.gg/champions/belveth,14,https://na.op.gg/champions/zac,14,https://na.op.gg/champions/samira,12,https://na.op.gg/champions/rell,16,https://na.op.gg/champions/graves
1664083302-581,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/leesin
1664083302-582,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,14,https://na.op.gg/champions/renekton,,,13,https://na.op.gg/champions/katarina,11,https://na.op.gg/champions/aphelios,9,https://na.op.gg/champions/braum,10,https://na.op.gg/champions/aatrox,9,https://na.op.gg/champions/hecarim,11,https://na.op.gg/champions/ekko,9,https://na.op.gg/champions/ezreal,9,https://na.op.gg/champions/blitzcrank,12,https://na.op.gg/champions/leesin
1664083302-583,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/galio
1664083302-584,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,14,https://na.op.gg/champions/fiora,13,https://na.op.gg/champions/viego,,,13,https://na.op.gg/champions/ezreal,11,https://na.op.gg/champions/karma,12,https://na.op.gg/champions/jax,13,https://na.op.gg/champions/leesin,12,https://na.op.gg/champions/akali,11,https://na.op.gg/champions/twitch,9,https://na.op.gg/champions/nami,14,https://na.op.gg/champions/galio
1664083302-585,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/galio
1664083302-586,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,16,https://na.op.gg/champions/jax,15,https://na.op.gg/champions/graves,,,15,https://na.op.gg/champions/twitch,14,https://na.op.gg/champions/lulu,15,https://na.op.gg/champions/drmundo,13,https://na.op.gg/champions/karthus,14,https://na.op.gg/champions/nasus,14,https://na.op.gg/champions/draven,11,https://na.op.gg/champions/blitzcrank,15,https://na.op.gg/champions/galio
1664083302-587,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Defeat,,,,,,,,,,,,,,,,,,,,,9,https://na.op.gg/champions/hecarim
1664083302-588,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Defeat,11,https://na.op.gg/champions/renekton,10,https://na.op.gg/champions/lillia,12,https://na.op.gg/champions/azir,10,https://na.op.gg/champions/twitch,7,https://na.op.gg/champions/pyke,10,https://na.op.gg/champions/yone,,,9,https://na.op.gg/champions/vladimir,8,https://na.op.gg/champions/missfortune,7,https://na.op.gg/champions/amumu,9,https://na.op.gg/champions/hecarim
